node_id,actor,actor_full,premise_id,converge_F,g_entailment_max,nivel,texto
MixedASDwithDelay_2_10,MX,Mixed ASD with developmental delay,A17,1,0.9962,2,MixedASDwithDelay processes the mocking words literally
MixedASDwithDelay_3_32,MX,Mixed ASD with developmental delay,A17,1,0.9962,3,MixedASDwithDelay does not infer hostile intent behind words
MixedASDwithDelay_4_86,MX,Mixed ASD with developmental delay,A21,0,0.9971,4,MixedASDwithDelay does not activate a threat response
MixedASDwithDelay_5_194,MX,Mixed ASD with developmental delay,A1,1,0.9596,5,MixedASDwithDelay remains cognitively online and available
MixedASDwithDelay_5_195,MX,Mixed ASD with developmental delay,A21,0,0.987,5,MixedASDwithDelay can process the event as learning information
MixedASDwithDelay_5_196,MX,Mixed ASD with developmental delay,A18,1,0.995,5,MixedASDwithDelay attempts explicit retrieval of stored social rules
MixedASDwithDelay_3_33,MX,Mixed ASD with developmental delay,A18,1,0.9951,3,MixedASDwithDelay cannot classify the words as social insult automatically
MixedASDwithDelay_3_34,MX,Mixed ASD with developmental delay,A23,1,0.9974,3,MixedASDwithDelay fails to detect the implicit social norm violation
MixedASDwithDelay_4_82,MX,Mixed ASD with developmental delay,A23,1,0.9976,4,MixedASDwithDelay does not adjust behavior to the unspoken expectation
MixedASDwithDelay_5_149,MX,Mixed ASD with developmental delay,A22,1,0.9956,5,MixedASDwithDelay cannot generalize this norm to future contexts
MixedASDwithDelay_6_281,MX,Mixed ASD with developmental delay,A23,1,0.9951,6,MixedASDwithDelay only follows explicitly stated social rules
MixedASDwithDelay_6_282,MX,Mixed ASD with developmental delay,A18,1,0.9964,6,MixedASDwithDelay needs conscious retrieval to apply this norm again
MixedASDwithDelay_2_11,MX,Mixed ASD with developmental delay,A18,1,0.9954,2,MixedASDwithDelay requires explicit retrieval to identify mockery
MixedASDwithDelay_3_35,MX,Mixed ASD with developmental delay,A18,1,0.9928,3,MixedASDwithDelay must consciously match mockery to stored social rules
MixedASDwithDelay_4_61,MX,Mixed ASD with developmental delay,A7,1,0.9978,4,MixedASDwithDelay experiences delayed response to the mockery
MixedASDwithDelay_5_127,MX,Mixed ASD with developmental delay,A18,0,0.9966,5,MixedASDwithDelay applies retrieved rule after social window closes
MixedASDwithDelay_6_244,MX,Mixed ASD with developmental delay,A22,1,0.9942,6,MixedASDwithDelay cannot generalize this rule to future similar events
MixedASDwithDelay_4_62,MX,Mixed ASD with developmental delay,A22,1,0.9932,4,MixedASDwithDelay cannot match mockery to unfamiliar surface variants
MixedASDwithDelay_5_144,MX,Mixed ASD with developmental delay,A22,1,0.9944,5,MixedASDwithDelay needs explicit instruction to recognize this mockery
MixedASDwithDelay_6_255,MX,Mixed ASD with developmental delay,A18,1,0.997,6,MixedASDwithDelay fails to retrieve a matching social rule now
MixedASDwithDelay_6_256,MX,Mixed ASD with developmental delay,A8,1,0.9979,6,MixedASDwithDelay retains this social event poorly afterward
MixedASDwithDelay_4_64,MX,Mixed ASD with developmental delay,A23,1,0.9966,4,MixedASDwithDelay cannot classify mockery without an explicit rule
MixedASDwithDelay_5_129,MX,Mixed ASD with developmental delay,A18,1,0.998,5,MixedASDwithDelay finds no matching stored rule for mockery
MixedASDwithDelay_6_247,MX,Mixed ASD with developmental delay,A23,1,0.9955,6,MixedASDwithDelay cannot reliably apply any social response
MixedASDwithDelay_3_36,MX,Mixed ASD with developmental delay,A7,0,0.9843,3,MixedASDwithDelay identifies the mockery only after a processing delay
MixedASDwithDelay_4_80,MX,Mixed ASD with developmental delay,A10,1,0.9971,4,MixedASDwithDelay cannot reliably retain the event without visual cues
MixedASDwithDelay_2_12,MX,Mixed ASD with developmental delay,A23,1,0.9978,2,MixedASDwithDelay fails to detect the implicit ridicule cue
MixedASDwithDelay_3_29,MX,Mixed ASD with developmental delay,A17,1,0.9978,3,MixedASDwithDelay interprets the classmate's words literally
MixedASDwithDelay_4_75,MX,Mixed ASD with developmental delay,A17,1,0.9949,4,MixedASDwithDelay treats the classmate's statement as factual content
MixedASDwithDelay_5_157,MX,Mixed ASD with developmental delay,A8,1,0.9952,5,MixedASDwithDelay stores the statement as a semantic fact
MixedASDwithDelay_6_301,MX,Mixed ASD with developmental delay,A8,1,0.9933,6,MixedASDwithDelay loses the social-emotional context of the event
MixedASDwithDelay_6_302,MX,Mixed ASD with developmental delay,A22,1,0.994,6,MixedASDwithDelay fails to recognize future mockery as similar
MixedASDwithDelay_5_158,MX,Mixed ASD with developmental delay,A18,1,0.9968,5,MixedASDwithDelay retrieves no social rule for ridicule
MixedASDwithDelay_6_271,MX,Mixed ASD with developmental delay,A18,1,0.9894,6,MixedASDwithDelay cannot apply any social response rule
MixedASDwithDelay_6_272,MX,Mixed ASD with developmental delay,A23,1,0.9937,6,MixedASDwithDelay treats the mockery as socially neutral
MixedASDwithDelay_5_159,MX,Mixed ASD with developmental delay,A22,1,0.9942,5,MixedASDwithDelay does not flag this as a mockery pattern
MixedASDwithDelay_6_298,MX,Mixed ASD with developmental delay,A8,1,0.9952,6,MixedASDwithDelay fails to encode this as socially significant memory
MixedASDwithDelay_4_77,MX,Mixed ASD with developmental delay,A21,1,0.9966,4,MixedASDwithDelay does not register the remark as social threat
MixedASDwithDelay_5_164,MX,Mixed ASD with developmental delay,A8,1,0.997,5,MixedASDwithDelay is unlikely to encode the event as episodic memory
MixedASDwithDelay_3_31,MX,Mixed ASD with developmental delay,A23,1,0.9963,3,MixedASDwithDelay does not flag the remark as a violation
MixedASDwithDelay_1_2,MX,Mixed ASD with developmental delay,A18,1,0.994,1,MixedASDwithDelay must consciously retrieve rules to interpret this
MixedASDwithDelay_1_3,MX,Mixed ASD with developmental delay,A7,1,0.9918,1,MixedASDwithDelay processes this socially complex event slowly
MixedASDwithDelay_2_14,MX,Mixed ASD with developmental delay,A18,1,0.9973,2,MixedASDwithDelay cannot intuitively retrieve a matching social rule
MixedASDwithDelay_2_15,MX,Mixed ASD with developmental delay,A7,1,0.9969,2,MixedASDwithDelay responds only after the social moment ends
MixedASDwithDelay_3_49,MX,Mixed ASD with developmental delay,A10,1,0.9971,3,MixedASDwithDelay retains unreliable memory of the mocking event
MixedASDwithDelay_4_100,MX,Mixed ASD with developmental delay,A24,1,0.9974,4,MixedASDwithDelay fails to convert the incident into learning feedback
MixedASDwithDelay_5_200,MX,Mixed ASD with developmental delay,A19,1,0.9974,5,MixedASDwithDelay forms no routine to handle future mockery
MixedASDwithDelay_4_101,MX,Mixed ASD with developmental delay,A8,1,0.9931,4,MixedASDwithDelay retains isolated facts rather than the social narrative
MixedASDwithDelay_5_205,MX,Mixed ASD with developmental delay,A18,1,0.9975,5,MixedASDwithDelay cannot infer the social meaning of the mocking
