node_id,actor,actor_full,premise_id,converge_F,g_entailment_max,nivel,texto
BroadlyAffectedAutism_5_120,BR,Broadly affected autism,A7,1,0.9967,5,BroadlyAffectedAutism processes the socially complex remark more slowly
BroadlyAffectedAutism_1_2,BR,Broadly affected autism,A18,1,0.9981,1,BroadlyAffectedAutism searches explicit rules to interpret the remark
BroadlyAffectedAutism_2_12,BR,Broadly affected autism,A17,1,0.9984,2,BroadlyAffectedAutism initially decodes the remark literally
BroadlyAffectedAutism_3_23,BR,Broadly affected autism,A17,1,0.9976,3,BroadlyAffectedAutism misinterprets the sarcastic remark as sincere
BroadlyAffectedAutism_4_69,BR,Broadly affected autism,A22,1,0.9981,4,BroadlyAffectedAutism does not generalize this correction to future sarcasm
BroadlyAffectedAutism_5_150,BR,Broadly affected autism,A17,1,0.9969,5,BroadlyAffectedAutism will again decode future sarcasm literally
BroadlyAffectedAutism_5_151,BR,Broadly affected autism,A22,1,0.9964,5,BroadlyAffectedAutism requires explicit re-instruction for each new sarcastic instance
BroadlyAffectedAutism_4_70,BR,Broadly affected autism,A24,1,0.9944,4,BroadlyAffectedAutism requires explicit corrective feedback to revise the interpretation
BroadlyAffectedAutism_5_146,BR,Broadly affected autism,A24,1,0.9976,5,BroadlyAffectedAutism retains sincere interpretation absent specific feedback
BroadlyAffectedAutism_5_149,BR,Broadly affected autism,A21,1,0.9939,5,BroadlyAffectedAutism learns the correction only if shame-free
BroadlyAffectedAutism_4_71,BR,Broadly affected autism,A18,1,0.9976,4,BroadlyAffectedAutism responds using the literal-statement rule entry
BroadlyAffectedAutism_5_125,BR,Broadly affected autism,A20,0,0.9922,5,Classmates' unexpected reaction generates disproportionate prediction error
BroadlyAffectedAutism_5_126,BR,Broadly affected autism,A18,1,0.997,5,BroadlyAffectedAutism fails to detect the pragmatic rule violation
BroadlyAffectedAutism_4_72,BR,Broadly affected autism,A15,1,0.9948,4,BroadlyAffectedAutism cannot infer the speaker's true intent automatically
BroadlyAffectedAutism_5_111,BR,Broadly affected autism,A18,1,0.9817,5,BroadlyAffectedAutism searches stored pragmatic rules to reinterpret remark
BroadlyAffectedAutism_5_113,BR,Broadly affected autism,A16,1,0.9969,5,BroadlyAffectedAutism may recognize sarcasm only after significant delay
BroadlyAffectedAutism_2_13,BR,Broadly affected autism,A18,1,0.99,2,BroadlyAffectedAutism attempts conscious retrieval of matching pragmatic entry
BroadlyAffectedAutism_3_31,BR,Broadly affected autism,A18,1,0.9943,3,BroadlyAffectedAutism requires conscious matching before applying meaning
BroadlyAffectedAutism_4_67,BR,Broadly affected autism,A18,1,0.9973,4,BroadlyAffectedAutism fails to find a matching stored pragmatic entry
BroadlyAffectedAutism_5_191,BR,Broadly affected autism,A18,1,0.9937,5,BroadlyAffectedAutism treats the remark as pragmatically unresolved
BroadlyAffectedAutism_1_3,BR,Broadly affected autism,A7,1,0.9972,1,BroadlyAffectedAutism processes the social exchange with reduced speed
BroadlyAffectedAutism_2_16,BR,Broadly affected autism,A17,1,0.997,2,BroadlyAffectedAutism requires extra inferential steps to detect irony
BroadlyAffectedAutism_2_18,BR,Broadly affected autism,A7,1,0.9968,2,BroadlyAffectedAutism falls behind the real-time conversational pace
BroadlyAffectedAutism_3_46,BR,Broadly affected autism,A17,1,0.9981,3,BroadlyAffectedAutism processes the sarcastic remark literally at first
BroadlyAffectedAutism_4_86,BR,Broadly affected autism,A18,1,0.9957,4,BroadlyAffectedAutism must consciously retrieve pragmatic rules for sarcasm
BroadlyAffectedAutism_5_157,BR,Broadly affected autism,A18,1,0.9954,5,BroadlyAffectedAutism searches stored rule entries for a match
BroadlyAffectedAutism_5_158,BR,Broadly affected autism,A7,0,0.9933,5,BroadlyAffectedAutism experiences further delay in responding
BroadlyAffectedAutism_5_159,BR,Broadly affected autism,A24,1,0.9944,5,BroadlyAffectedAutism cannot update sarcasm rule without explicit feedback
BroadlyAffectedAutism_3_47,BR,Broadly affected autism,A18,1,0.9925,3,BroadlyAffectedAutism must retrieve an explicit pragmatic rule to interpret it
BroadlyAffectedAutism_4_87,BR,Broadly affected autism,A17,1,0.9972,4,BroadlyAffectedAutism defaults to literal meaning without retrieval
BroadlyAffectedAutism_5_173,BR,Broadly affected autism,A24,1,0.9977,5,BroadlyAffectedAutism cannot correct the misunderstanding without explicit feedback
BroadlyAffectedAutism_4_88,BR,Broadly affected autism,A18,1,0.9943,4,BroadlyAffectedAutism consciously searches stored pragmatic rule entries
BroadlyAffectedAutism_5_180,BR,Broadly affected autism,A18,0,0.9888,5,BroadlyAffectedAutism attempts to match retrieved rule to context
BroadlyAffectedAutism_5_182,BR,Broadly affected autism,A16,1,0.9964,5,BroadlyAffectedAutism's response lags behind the ongoing conversation
BroadlyAffectedAutism_4_89,BR,Broadly affected autism,A16,1,0.9974,4,BroadlyAffectedAutism produces its interpretation after the exchange ends
BroadlyAffectedAutism_5_203,BR,Broadly affected autism,A24,0,0.9949,5,BroadlyAffectedAutism cannot use the belated feedback to update behavior
BroadlyAffectedAutism_5_204,BR,Broadly affected autism,A22,1,0.9981,5,BroadlyAffectedAutism will not automatically apply this rule to new sarcasm instances
BroadlyAffectedAutism_3_48,BR,Broadly affected autism,A7,1,0.99,3,BroadlyAffectedAutism misses subsequent conversational turns while processing
BroadlyAffectedAutism_4_78,BR,Broadly affected autism,A18,1,0.9977,4,BroadlyAffectedAutism cannot retrieve a matching pragmatic rule
BroadlyAffectedAutism_4_79,BR,Broadly affected autism,A7,1,0.9931,4,BroadlyAffectedAutism continues lagging behind the ongoing exchange
BroadlyAffectedAutism_4_80,BR,Broadly affected autism,A20,1,0.9965,4,BroadlyAffectedAutism registers the conversational shift as disproportionate error
BroadlyAffectedAutism_5_128,BR,Broadly affected autism,A17,1,0.9974,5,BroadlyAffectedAutism cannot decode the sarcasm automatically
BroadlyAffectedAutism_5_130,BR,Broadly affected autism,A21,1,0.9978,5,BroadlyAffectedAutism blocks learning if error implies shame
BroadlyAffectedAutism_3_49,BR,Broadly affected autism,A16,1,0.9978,3,BroadlyAffectedAutism generates its social response after the exchange ends
BroadlyAffectedAutism_4_102,BR,Broadly affected autism,A24,1,0.9969,4,BroadlyAffectedAutism cannot receive temporally proximate corrective feedback
BroadlyAffectedAutism_4_103,BR,Broadly affected autism,A18,1,0.9923,4,BroadlyAffectedAutism cannot update its pragmatic rule entry
BroadlyAffectedAutism_4_104,BR,Broadly affected autism,A16,1,0.9933,4,BroadlyAffectedAutism's emotional response arrives after the trigger
BroadlyAffectedAutism_1_4,BR,Broadly affected autism,A15,0,0.991,1,BroadlyAffectedAutism treats the classmate's tone as behavioral data
BroadlyAffectedAutism_2_6,BR,Broadly affected autism,A15,0,0.9863,2,BroadlyAffectedAutism requires inferential analysis to interpret the tone
BroadlyAffectedAutism_3_20,BR,Broadly affected autism,A18,1,0.9704,3,BroadlyAffectedAutism searches stored pragmatic rules for matching pattern
BroadlyAffectedAutism_4_96,BR,Broadly affected autism,A17,1,0.9981,4,BroadlyAffectedAutism defaults to the literal meaning of the statement
BroadlyAffectedAutism_5_198,BR,Broadly affected autism,A18,1,0.996,5,BroadlyAffectedAutism cannot map sarcasm to stored pragmatic rules
BroadlyAffectedAutism_4_97,BR,Broadly affected autism,A18,1,0.995,4,BroadlyAffectedAutism cannot resolve sarcasm without an explicit matching rule
BroadlyAffectedAutism_3_21,BR,Broadly affected autism,A7,1,0.9976,3,BroadlyAffectedAutism processes the sarcastic exchange at reduced speed
BroadlyAffectedAutism_4_53,BR,Broadly affected autism,A17,1,0.9957,4,BroadlyAffectedAutism fails to decode sarcasm before conversation advances
BroadlyAffectedAutism_5_109,BR,Broadly affected autism,A18,1,0.993,5,BroadlyAffectedAutism cannot retrieve pragmatic rule in time
BroadlyAffectedAutism_4_54,BR,Broadly affected autism,A7,1,0.9975,4,BroadlyAffectedAutism falls behind the group conversation pace
BroadlyAffectedAutism_5_139,BR,Broadly affected autism,A16,0,0.9977,5,BroadlyAffectedAutism responds to the sarcasm after conversation has moved on
BroadlyAffectedAutism_5_140,BR,Broadly affected autism,A5,1,0.994,5,BroadlyAffectedAutism fails to integrate missed segments into overall conversation meaning
BroadlyAffectedAutism_5_142,BR,Broadly affected autism,A24,1,0.996,5,BroadlyAffectedAutism cannot learn the sarcasm cue from delayed feedback
BroadlyAffectedAutism_4_56,BR,Broadly affected autism,A24,1,0.9959,4,BroadlyAffectedAutism gains no updated rule from delayed cues
BroadlyAffectedAutism_5_185,BR,Broadly affected autism,A18,1,0.9913,5,BroadlyAffectedAutism cannot add sarcasm to explicit rule database
BroadlyAffectedAutism_2_7,BR,Broadly affected autism,A18,1,0.9931,2,BroadlyAffectedAutism must consciously retrieve a stored pragmatic rule
BroadlyAffectedAutism_3_27,BR,Broadly affected autism,A7,1,0.9979,3,BroadlyAffectedAutism responds slower to the sarcastic remark
BroadlyAffectedAutism_4_63,BR,Broadly affected autism,A16,1,0.9977,4,BroadlyAffectedAutism responds after the conversation topic changes
BroadlyAffectedAutism_5_121,BR,Broadly affected autism,A20,1,0.9978,5,BroadlyAffectedAutism experiences prediction error from the topic shift
BroadlyAffectedAutism_5_122,BR,Broadly affected autism,A18,1,0.9978,5,BroadlyAffectedAutism's delayed response mismatches the new conversational context
BroadlyAffectedAutism_5_123,BR,Broadly affected autism,A22,1,0.9969,5,BroadlyAffectedAutism cannot re-anchor its reply to the new topic
BroadlyAffectedAutism_4_64,BR,Broadly affected autism,A7,1,0.9975,4,BroadlyAffectedAutism falls behind the ongoing group exchange
BroadlyAffectedAutism_5_209,BR,Broadly affected autism,A6,0,0.9929,5,BroadlyAffectedAutism experiences processing overload from the rapid exchange
BroadlyAffectedAutism_5_210,BR,Broadly affected autism,A20,1,0.9828,5,BroadlyAffectedAutism registers the missed shift as unanticipated change
BroadlyAffectedAutism_5_211,BR,Broadly affected autism,A18,1,0.9798,5,BroadlyAffectedAutism must retrieve new pragmatic rules for subsequent remarks
BroadlyAffectedAutism_4_65,BR,Broadly affected autism,A18,1,0.997,4,BroadlyAffectedAutism's retrieved rule no longer matches the context
BroadlyAffectedAutism_5_168,BR,Broadly affected autism,A22,1,0.9979,5,BroadlyAffectedAutism cannot generalize the rule to this context
BroadlyAffectedAutism_5_170,BR,Broadly affected autism,A18,1,0.9897,5,BroadlyAffectedAutism requires new explicit rule for this context
BroadlyAffectedAutism_3_28,BR,Broadly affected autism,A18,1,0.9976,3,BroadlyAffectedAutism searches its database for a matching rule
BroadlyAffectedAutism_4_105,BR,Broadly affected autism,A18,1,0.9969,4,BroadlyAffectedAutism finds no stored rule for sarcasm
BroadlyAffectedAutism_4_107,BR,Broadly affected autism,A23,1,0.9971,4,BroadlyAffectedAutism fails to detect the implicit meaning
BroadlyAffectedAutism_3_29,BR,Broadly affected autism,A16,0,0.996,3,BroadlyAffectedAutism delays its emotional reaction to the remark
BroadlyAffectedAutism_4_57,BR,Broadly affected autism,A16,1,0.998,4,BroadlyAffectedAutism's emotional response emerges after the conversation moves on
BroadlyAffectedAutism_5_115,BR,Broadly affected autism,A24,1,0.9916,5,BroadlyAffectedAutism cannot use this delayed response as learning feedback
BroadlyAffectedAutism_5_116,BR,Broadly affected autism,A20,1,0.9981,5,BroadlyAffectedAutism experiences disproportionate disruption from the topic shift
BroadlyAffectedAutism_5_117,BR,Broadly affected autism,A18,0,0.9946,5,BroadlyAffectedAutism misapplies the retrieved rule to the new topic
BroadlyAffectedAutism_4_58,BR,Broadly affected autism,A16,1,0.9937,4,BroadlyAffectedAutism's reaction becomes decoupled from the triggering exchange
BroadlyAffectedAutism_5_174,BR,Broadly affected autism,A24,1,0.9848,5,BroadlyAffectedAutism cannot use the reaction as learning feedback
BroadlyAffectedAutism_5_175,BR,Broadly affected autism,A22,1,0.9976,5,BroadlyAffectedAutism fails to generalize the sarcasm rule later
BroadlyAffectedAutism_5_176,BR,Broadly affected autism,A8,1,0.9965,5,BroadlyAffectedAutism retains the exchange poorly as episodic memory
BroadlyAffectedAutism_4_59,BR,Broadly affected autism,A15,1,0.9966,4,BroadlyAffectedAutism cannot align its response with ongoing group dynamics
BroadlyAffectedAutism_5_177,BR,Broadly affected autism,A20,1,0.9903,5,BroadlyAffectedAutism generates disproportionate prediction error from the mismatch
BroadlyAffectedAutism_5_179,BR,Broadly affected autism,A18,1,0.9953,5,BroadlyAffectedAutism requires explicit rule retrieval to rejoin conversation
BroadlyAffectedAutism_2_8,BR,Broadly affected autism,A16,1,0.998,2,BroadlyAffectedAutism's recognition of the sarcasm is delayed
BroadlyAffectedAutism_3_41,BR,Broadly affected autism,A16,1,0.9982,3,BroadlyAffectedAutism responds after the conversational moment has passed
BroadlyAffectedAutism_4_81,BR,Broadly affected autism,A24,1,0.9914,4,BroadlyAffectedAutism cannot use this feedback to update learning
BroadlyAffectedAutism_5_201,BR,Broadly affected autism,A22,1,0.9975,5,BroadlyAffectedAutism cannot generalize this sarcasm instance elsewhere
BroadlyAffectedAutism_4_82,BR,Broadly affected autism,A20,1,0.9983,4,BroadlyAffectedAutism experiences disproportionate prediction error from the shift
BroadlyAffectedAutism_5_205,BR,Broadly affected autism,A1,0,0.9928,5,BroadlyAffectedAutism risks cognitive processing going offline
BroadlyAffectedAutism_5_206,BR,Broadly affected autism,A18,1,0.9896,5,BroadlyAffectedAutism searches explicit rules for this situation
BroadlyAffectedAutism_5_207,BR,Broadly affected autism,A21,1,0.9902,5,BroadlyAffectedAutism treats the mismatch as a social failure
BroadlyAffectedAutism_5_208,BR,Broadly affected autism,A19,0,0.8921,5,BroadlyAffectedAutism cannot allocate resources to other tasks
MixedASDwithDelay_0_0,MX,Mixed ASD with developmental delay,,1,0.9942,0,"An autistic cognitive architecture that prioritizes local sensory detail over global coherence, operates through concrete-visual representations, requires explicit rule structures, and regulates learning through predictable, closed-loop feedback, with delayed developmental timing and slowed complex processing."
MixedASDwithDelay_1_1,MX,Mixed ASD with developmental delay,A17,1,0.9979,1,MixedASDwithDelay decodes the sarcasm as literal statement
MixedASDwithDelay_2_5,MX,Mixed ASD with developmental delay,A17,1,0.997,2,MixedASDwithDelay requires extra inference to detect irony
MixedASDwithDelay_3_16,MX,Mixed ASD with developmental delay,A18,1,0.9961,3,MixedASDwithDelay searches explicit rules for sarcasm cues
MixedASDwithDelay_4_51,MX,Mixed ASD with developmental delay,A18,1,0.9953,4,MixedASDwithDelay attempts conscious retrieval of matching rule entry
MixedASDwithDelay_4_52,MX,Mixed ASD with developmental delay,A23,1,0.9974,4,MixedASDwithDelay fails to locate an explicit sarcasm rule
MixedASDwithDelay_4_53,MX,Mixed ASD with developmental delay,A7,1,0.9972,4,MixedASDwithDelay processes the social exchange at reduced speed
MixedASDwithDelay_5_95,MX,Mixed ASD with developmental delay,A6,0,0.995,5,Continued rapid conversational shifts increase processing overload
MixedASDwithDelay_6_171,MX,Mixed ASD with developmental delay,A1,0,0.992,6,MixedASDwithDelay goes offline for social processing
MixedASDwithDelay_6_172,MX,Mixed ASD with developmental delay,A20,1,0.9978,6,MixedASDwithDelay generates disproportionate prediction error signals
MixedASDwithDelay_6_173,MX,Mixed ASD with developmental delay,A6,0,0.985,6,MixedASDwithDelay fails to adapt learning rate accordingly
MixedASDwithDelay_3_17,MX,Mixed ASD with developmental delay,A17,1,0.995,3,MixedASDwithDelay maintains literal interpretation until inference completes
MixedASDwithDelay_4_41,MX,Mixed ASD with developmental delay,A17,1,0.9972,4,MixedASDwithDelay responds to the literal statement content
MixedASDwithDelay_5_88,MX,Mixed ASD with developmental delay,A18,1,0.9981,5,MixedASDwithDelay's literal reply misapplies unstated social expectations
MixedASDwithDelay_6_165,MX,Mixed ASD with developmental delay,A24,1,0.996,6,MixedASDwithDelay's response remains unrevised absent immediate specific feedback
MixedASDwithDelay_6_167,MX,Mixed ASD with developmental delay,A21,1,0.9945,6,MixedASDwithDelay treats any shaming correction as a threat signal
MixedASDwithDelay_5_89,MX,Mixed ASD with developmental delay,A20,1,0.9837,5,MixedASDwithDelay cannot anticipate the group's unexpected reaction
MixedASDwithDelay_6_202,MX,Mixed ASD with developmental delay,A18,1,0.9943,6,MixedASDwithDelay must consciously retrieve a stored social rule to interpret the reaction
MixedASDwithDelay_6_203,MX,Mixed ASD with developmental delay,A7,1,0.9967,6,MixedASDwithDelay processes the socially complex reaction at reduced speed
MixedASDwithDelay_4_42,MX,Mixed ASD with developmental delay,A18,1,0.9943,4,MixedASDwithDelay attempts explicit retrieval of a pragmatic rule
MixedASDwithDelay_5_87,MX,Mixed ASD with developmental delay,A22,1,0.9922,5,MixedASDwithDelay cannot apply prior rule to this new context
MixedASDwithDelay_6_180,MX,Mixed ASD with developmental delay,A22,1,0.9972,6,MixedASDwithDelay requires explicit instruction to re-anchor rule
MixedASDwithDelay_6_181,MX,Mixed ASD with developmental delay,A18,1,0.9968,6,MixedASDwithDelay fails to match any stored pragmatic entry
MixedASDwithDelay_2_6,MX,Mixed ASD with developmental delay,A18,1,0.996,2,MixedASDwithDelay cannot retrieve an implicit social rule here
MixedASDwithDelay_3_24,MX,Mixed ASD with developmental delay,A18,1,0.9897,3,MixedASDwithDelay applies no social rule to this exchange
MixedASDwithDelay_4_75,MX,Mixed ASD with developmental delay,A17,1,0.9978,4,MixedASDwithDelay responds to the remark as literal fact
MixedASDwithDelay_5_155,MX,Mixed ASD with developmental delay,A22,1,0.9983,5,MixedASDwithDelay cannot generalize this literal reading to future sarcasm
MixedASDwithDelay_4_76,MX,Mixed ASD with developmental delay,A18,1,0.9981,4,MixedASDwithDelay produces a response mismatched to group expectation
MixedASDwithDelay_5_161,MX,Mixed ASD with developmental delay,A21,1,0.9967,5,"MixedASDwithDelay treats the mismatch as moral failure, blocking learning"
MixedASDwithDelay_3_25,MX,Mixed ASD with developmental delay,A23,1,0.9974,3,MixedASDwithDelay responds based only on the literal statement
MixedASDwithDelay_4_63,MX,Mixed ASD with developmental delay,A17,1,0.9972,4,MixedASDwithDelay produces a reply mismatched to the sarcastic intent
MixedASDwithDelay_5_135,MX,Mixed ASD with developmental delay,A24,1,0.9952,5,MixedASDwithDelay cannot learn from vague social feedback here
MixedASDwithDelay_6_220,MX,Mixed ASD with developmental delay,A18,1,0.9968,6,MixedASDwithDelay's sarcasm-decoding rule remains unupdated
MixedASDwithDelay_6_222,MX,Mixed ASD with developmental delay,A21,1,0.993,6,"MixedASDwithDelay treats unclear correction as threat, not learning"
MixedASDwithDelay_6_223,MX,Mixed ASD with developmental delay,A24,0,0.9852,6,MixedASDwithDelay requires explicit corrective feedback to update behavior
MixedASDwithDelay_5_136,MX,Mixed ASD with developmental delay,A23,1,0.997,5,MixedASDwithDelay fails to detect the implicit norm violation
MixedASDwithDelay_5_137,MX,Mixed ASD with developmental delay,A18,1,0.9909,5,MixedASDwelayDelay requires explicit correction to apply a new rule
MixedASDwithDelay_4_64,MX,Mixed ASD with developmental delay,A18,1,0.9973,4,MixedASDwithDelay fails to register the violated social expectation
MixedASDwithDelay_5_150,MX,Mixed ASD with developmental delay,A18,1,0.9983,5,MixedASDwithDelay does not update its pragmatic rule database
MixedASDwithDelay_5_151,MX,Mixed ASD with developmental delay,A24,1,0.9939,5,MixedASDwithDelay receives no learning signal from this exchange
MixedASDwithDelay_5_153,MX,Mixed ASD with developmental delay,A22,1,0.9975,5,MixedASDwithDelay cannot re-anchor sarcasm cues to future contexts
MixedASDwithDelay_4_65,MX,Mixed ASD with developmental delay,A23,1,0.9967,4,MixedASDwithDelay treats the literal statement as the explicit rule to follow
MixedASDwithDelay_5_115,MX,Mixed ASD with developmental delay,A23,1,0.9964,5,MixedASDwithDelay executes behavior matching the literal meaning
MixedASDwithDelay_6_217,MX,Mixed ASD with developmental delay,A17,1,0.9984,6,MixedASDwithDelay produces a response mismatched to speaker intent
MixedASDwithDelay_5_116,MX,Mixed ASD with developmental delay,A22,1,0.9981,5,MixedASDwithDelay will not apply this rule to new sarcastic contexts
MixedASDwithDelay_6_226,MX,Mixed ASD with developmental delay,A18,1,0.9874,6,MixedASDwithDelay's sarcasm database entry remains unupdated across contexts
MixedASDwithDelay_5_117,MX,Mixed ASD with developmental delay,A24,1,0.9973,5,MixedASDwithDelay needs explicit corrective feedback to revise this rule
MixedASDwithDelay_3_26,MX,Mixed ASD with developmental delay,A24,1,0.9966,3,MixedASDwithDelay will not revise interpretation without explicit feedback
MixedASDwithDelay_4_60,MX,Mixed ASD with developmental delay,A8,1,0.9976,4,MixedASDwithDelay stores the literal interpretation as semantic fact
