node_id,actor,actor_full,premise_id,converge_F,g_entailment_max,nivel,texto
BroadlyAffectedAutism_5_206,BR,Broadly affected autism,A1,1,0.9978,5,BroadlyAffectedAutism becomes unavailable for social interaction
BroadlyAffectedAutism_5_207,BR,Broadly affected autism,A1,1,0.997,5,BroadlyAffectedAutism cannot engage in learning temporarily
BroadlyAffectedAutism_5_208,BR,Broadly affected autism,A21,1,0.9972,5,BroadlyAffectedAutism cannot process the change as learning
BroadlyAffectedAutism_4_114,BR,Broadly affected autism,A20,1,0.9977,4,BroadlyAffectedAutism's disruption magnitude exceeds the change's actual significance
BroadlyAffectedAutism_5_251,BR,Broadly affected autism,A1,1,0.9972,5,BroadlyAffectedAutism's processing goes offline until regulated
BroadlyAffectedAutism_4_116,BR,Broadly affected autism,A21,1,0.9979,4,BroadlyAffectedAutism's learning becomes blocked if error framed as failure
BroadlyAffectedAutism_5_223,BR,Broadly affected autism,A24,1,0.9979,5,BroadlyAffectedAutism fails to update behavior from this event
BroadlyAffectedAutism_5_224,BR,Broadly affected autism,A22,1,0.9957,5,BroadlyAffectedAutism cannot generalize a rule for future changes
BroadlyAffectedAutism_2_9,BR,Broadly affected autism,A11,1,0.9968,2,BroadlyAffectedAutism cannot sustain effortful attention on new tasks
BroadlyAffectedAutism_3_31,BR,Broadly affected autism,A11,1,0.9981,3,BroadlyAffectedAutism attention reverts to special interest domain
BroadlyAffectedAutism_4_96,BR,Broadly affected autism,A11,1,0.9939,4,BroadlyAffectedAutism disengages from the newly scheduled activity
BroadlyAffectedAutism_4_97,BR,Broadly affected autism,A12,0,0.9952,4,BroadlyAffectedAutism resists redirection unless linked to interest
BroadlyAffectedAutism_5_209,BR,Broadly affected autism,A18,0,0.9881,5,BroadlyAffectedAutism does not detect implicit redirection expectations
BroadlyAffectedAutism_5_210,BR,Broadly affected autism,A24,1,0.9901,5,BroadlyAffectedAutism's behavior remains unchanged without causal feedback
BroadlyAffectedAutism_5_211,BR,Broadly affected autism,A21,0,0.9934,5,BroadlyAffectedAutism perceives redirection attempts as threatening correction
BroadlyAffectedAutism_1_3,BR,Broadly affected autism,A6,1,0.9962,1,BroadlyAffectedAutism experiences processing overload from the sudden change
BroadlyAffectedAutism_2_14,BR,Broadly affected autism,A1,1,0.9978,2,BroadlyAffectedAutism becomes unavailable for learning and interaction
BroadlyAffectedAutism_3_37,BR,Broadly affected autism,A1,1,0.9977,3,BroadlyAffectedAutism remains offline until regulation is restored
BroadlyAffectedAutism_4_109,BR,Broadly affected autism,A1,1,0.9979,4,BroadlyAffectedAutism cannot process the new schedule instructions
BroadlyAffectedAutism_5_234,BR,Broadly affected autism,A19,1,0.9975,5,BroadlyAffectedAutism loses the cognitive optimization the routine provided
BroadlyAffectedAutism_4_112,BR,Broadly affected autism,A24,1,0.9975,4,BroadlyAffectedAutism cannot use feedback given during this state
BroadlyAffectedAutism_5_244,BR,Broadly affected autism,A24,1,0.9936,5,BroadlyAffectedAutism fails to update behavior from delayed feedback
BroadlyAffectedAutism_5_246,BR,Broadly affected autism,A19,1,0.9963,5,BroadlyAffectedAutism cannot integrate the new schedule as routine
BroadlyAffectedAutism_3_38,BR,Broadly affected autism,A20,1,0.9978,3,BroadlyAffectedAutism generates disruption disproportionate to the actual change
BroadlyAffectedAutism_3_40,BR,Broadly affected autism,A24,1,0.9959,3,BroadlyAffectedAutism cannot process any feedback given right now
BroadlyAffectedAutism_4_102,BR,Broadly affected autism,A24,1,0.9818,4,BroadlyAffectedAutism will not update from feedback given now
BroadlyAffectedAutism_4_104,BR,Broadly affected autism,A20,1,0.9982,4,BroadlyAffectedAutism sustains an unresolved prediction error signal
BroadlyAffectedAutism_5_237,BR,Broadly affected autism,A20,1,0.9974,5,BroadlyAffectedAutism's disruption remains disproportionate to the actual change
BroadlyAffectedAutism_4_105,BR,Broadly affected autism,A19,1,0.9978,4,BroadlyAffectedAutism cannot allocate resources to other tasks
BroadlyAffectedAutism_5_225,BR,Broadly affected autism,A1,1,0.9972,5,BroadlyAffectedAutism remains offline for social interaction
BroadlyAffectedAutism_5_227,BR,Broadly affected autism,A19,1,0.9976,5,BroadlyAffectedAutism loses the resource savings routines provided
BroadlyAffectedAutism_2_15,BR,Broadly affected autism,A20,1,0.9974,2,BroadlyAffectedAutism generates disproportionate distress relative to the change
BroadlyAffectedAutism_3_51,BR,Broadly affected autism,A20,0,0.9859,3,BroadlyAffectedAutism cannot resolve the prediction error internally
BroadlyAffectedAutism_4_125,BR,Broadly affected autism,A19,1,0.9978,4,BroadlyAffectedAutism loses its routine-based resource allocation
BroadlyAffectedAutism_4_126,BR,Broadly affected autism,A20,0,0.9965,4,BroadlyAffectedAutism generates a persistent high-precision error signal
BroadlyAffectedAutism_3_52,BR,Broadly affected autism,A16,1,0.9877,3,BroadlyAffectedAutism delays its behavioral response to the change
BroadlyAffectedAutism_4_93,BR,Broadly affected autism,A24,0,0.9955,4,BroadlyAffectedAutism receives feedback too late to inform learning
BroadlyAffectedAutism_5_190,BR,Broadly affected autism,A22,1,0.9976,5,BroadlyAffectedAutism cannot generalize this schedule change to future contexts
BroadlyAffectedAutism_5_191,BR,Broadly affected autism,A20,0,0.9955,5,BroadlyAffectedAutism will show equally disproportionate distress at the next change
BroadlyAffectedAutism_4_94,BR,Broadly affected autism,A19,1,0.9965,4,BroadlyAffectedAutism cannot reallocate cognitive resources without routine
BroadlyAffectedAutism_5_160,BR,Broadly affected autism,A19,1,0.9938,5,BroadlyAffectedAutism diverts all resources to prediction error
BroadlyAffectedAutism_5_162,BR,Broadly affected autism,A20,0,0.9976,5,BroadlyAffectedAutism treats the schedule change as maximally disruptive
BroadlyAffectedAutism_4_95,BR,Broadly affected autism,A16,0,0.9879,4,BroadlyAffectedAutism reacts emotionally after the schedule event ends
BroadlyAffectedAutism_3_53,BR,Broadly affected autism,A14,1,0.9982,3,BroadlyAffectedAutism cannot label its own arousal state
BroadlyAffectedAutism_4_117,BR,Broadly affected autism,A16,0,0.9966,4,BroadlyAffectedAutism's emotional response emerges after the schedule change
BroadlyAffectedAutism_5_212,BR,Broadly affected autism,A16,1,0.9985,5,BroadlyAffectedAutism's reaction appears disconnected from the schedule change
BroadlyAffectedAutism_5_213,BR,Broadly affected autism,A24,1,0.9969,5,BroadlyAffectedAutism cannot link feedback to the causal event
BroadlyAffectedAutism_5_214,BR,Broadly affected autism,A21,1,0.9949,5,BroadlyAffectedAutism's delayed reaction risks being framed as misbehavior
BroadlyAffectedAutism_4_118,BR,Broadly affected autism,A14,1,0.9952,4,BroadlyAffectedAutism cannot verbally communicate its current arousal
BroadlyAffectedAutism_5_241,BR,Broadly affected autism,A16,1,0.9984,5,BroadlyAffectedAutism's emotional response to the change emerges later
BroadlyAffectedAutism_5_242,BR,Broadly affected autism,A24,1,0.9934,5,BroadlyAffectedAutism cannot receive feedback linked to its arousal
BroadlyAffectedAutism_5_243,BR,Broadly affected autism,A15,0,0.9631,5,BroadlyAffectedAutism's arousal is only detectable as observable behavior
BroadlyAffectedAutism_2_16,BR,Broadly affected autism,A19,1,0.9978,2,BroadlyAffectedAutism loses the resource-saving benefit of routine
BroadlyAffectedAutism_3_33,BR,Broadly affected autism,A1,1,0.9955,3,BroadlyAffectedAutism risks exceeding its sensory regulatory threshold
BroadlyAffectedAutism_4_90,BR,Broadly affected autism,A1,1,0.9966,4,BroadlyAffectedAutism may go offline cognitively and socially
BroadlyAffectedAutism_5_197,BR,Broadly affected autism,A14,1,0.9953,5,BroadlyAffectedAutism experiences arousal without naming the emotion
BroadlyAffectedAutism_4_92,BR,Broadly affected autism,A2,1,0.9956,4,BroadlyAffectedAutism cannot automatically filter competing stimuli
BroadlyAffectedAutism_5_183,BR,Broadly affected autism,A1,0,0.9911,5,BroadlyAffectedAutism risks going offline from sensory overload
BroadlyAffectedAutism_5_184,BR,Broadly affected autism,A2,1,0.9938,5,BroadlyAffectedAutism must expend effort to filter stimuli
BroadlyAffectedAutism_5_185,BR,Broadly affected autism,A3,1,0.9962,5,BroadlyAffectedAutism experiences interference from simultaneous inputs
BroadlyAffectedAutism_3_36,BR,Broadly affected autism,A18,1,0.9976,3,BroadlyAffectedAutism lacks an explicit rule for the new schedule
BroadlyAffectedAutism_4_82,BR,Broadly affected autism,A23,0,0.9798,4,BroadlyAffectedAutism requires an explicit stated rule to comply
BroadlyAffectedAutism_5_192,BR,Broadly affected autism,A23,1,0.998,5,BroadlyAffectedAutism cannot follow the unstated new schedule
BroadlyAffectedAutism_5_193,BR,Broadly affected autism,A22,1,0.995,5,BroadlyAffectedAutism will not generalize this rule elsewhere
BroadlyAffectedAutism_5_194,BR,Broadly affected autism,A24,1,0.9904,5,BroadlyAffectedAutism needs immediate specific feedback to comply
BroadlyAffectedAutism_2_17,BR,Broadly affected autism,A6,1,0.9981,2,BroadlyAffectedAutism cannot flexibly update to the new schedule
BroadlyAffectedAutism_3_48,BR,Broadly affected autism,A6,1,0.9946,3,BroadlyAffectedAutism treats the change as processing overload
BroadlyAffectedAutism_4_73,BR,Broadly affected autism,A1,1,0.9983,4,BroadlyAffectedAutism's cognitive processing becomes unavailable until regulated
BroadlyAffectedAutism_5_158,BR,Broadly affected autism,A1,1,0.9965,5,BroadlyAffectedAutism cannot learn new information until regulated
BroadlyAffectedAutism_1_4,BR,Broadly affected autism,A22,1,0.9982,1,BroadlyAffectedAutism cannot generalize prior routine to new schedule
BroadlyAffectedAutism_2_12,BR,Broadly affected autism,A6,1,0.995,2,BroadlyAffectedAutism experiences processing overload from the schedule change
BroadlyAffectedAutism_3_26,BR,Broadly affected autism,A1,1,0.9984,3,BroadlyAffectedAutism cognitive processing becomes unavailable temporarily
BroadlyAffectedAutism_4_65,BR,Broadly affected autism,A1,1,0.9964,4,BroadlyAffectedAutism cannot engage socially until regulated
BroadlyAffectedAutism_5_166,BR,Broadly affected autism,A16,0,0.983,5,BroadlyAffectedAutism's emotional reaction may surface later
BroadlyAffectedAutism_4_66,BR,Broadly affected autism,A1,1,0.9968,4,BroadlyAffectedAutism cannot learn until regulation restored
BroadlyAffectedAutism_5_151,BR,Broadly affected autism,A1,1,0.9975,5,BroadlyAffectedAutism cannot engage socially during this period
BroadlyAffectedAutism_5_153,BR,Broadly affected autism,A19,1,0.9933,5,BroadlyAffectedAutism requires restored routine to reallocate resources
BroadlyAffectedAutism_4_67,BR,Broadly affected autism,A20,1,0.9977,4,BroadlyAffectedAutism's disruption exceeds the schedule change's significance
BroadlyAffectedAutism_4_68,BR,Broadly affected autism,A16,1,0.9955,4,BroadlyAffectedAutism's emotional response to change is delayed
BroadlyAffectedAutism_5_148,BR,Broadly affected autism,A16,1,0.9885,5,BroadlyAffectedAutism's reaction surfaces well after the schedule change
BroadlyAffectedAutism_5_150,BR,Broadly affected autism,A15,0,0.9691,5,BroadlyAffectedAutism must infer meaning behind its own arousal
BroadlyAffectedAutism_3_27,BR,Broadly affected autism,A20,1,0.9983,3,BroadlyAffectedAutism reaction magnitude exceeds the change's actual significance
BroadlyAffectedAutism_4_83,BR,Broadly affected autism,A1,1,0.9977,4,BroadlyAffectedAutism becomes cognitively offline until regulation restored
BroadlyAffectedAutism_5_174,BR,Broadly affected autism,A1,1,0.9947,5,BroadlyAffectedAutism cannot process new learning while offline
BroadlyAffectedAutism_5_175,BR,Broadly affected autism,A16,0,0.9828,5,BroadlyAffectedAutism's emotional response occurs after the trigger
BroadlyAffectedAutism_4_84,BR,Broadly affected autism,A14,1,0.9889,4,BroadlyAffectedAutism cannot label the emotional state driving reaction
BroadlyAffectedAutism_5_200,BR,Broadly affected autism,A14,1,0.998,5,BroadlyAffectedAutism exhibits physiological arousal without identified cause
BroadlyAffectedAutism_4_85,BR,Broadly affected autism,A16,1,0.9934,4,BroadlyAffectedAutism's emotional response persists after the change ends
BroadlyAffectedAutism_5_201,BR,Broadly affected autism,A1,1,0.9957,5,BroadlyAffectedAutism remains unavailable for learning and engagement
BroadlyAffectedAutism_5_202,BR,Broadly affected autism,A16,1,0.9972,5,BroadlyAffectedAutism's emotional processing lags behind current events
BroadlyAffectedAutism_5_203,BR,Broadly affected autism,A24,1,0.994,5,BroadlyAffectedAutism cannot receive temporally proximate corrective feedback
BroadlyAffectedAutism_3_29,BR,Broadly affected autism,A23,1,0.9972,3,BroadlyAffectedAutism requires explicit statement of the new schedule
BroadlyAffectedAutism_4_69,BR,Broadly affected autism,A9,1,0.9962,4,BroadlyAffectedAutism retains the new schedule best via visual format
BroadlyAffectedAutism_5_170,BR,Broadly affected autism,A10,1,0.9962,5,BroadlyAffectedAutism reliably retrieves schedule only with visual cues present
BroadlyAffectedAutism_5_171,BR,Broadly affected autism,A19,1,0.9979,5,BroadlyAffectedAutism treats visualized schedule as new routine
BroadlyAffectedAutism_4_70,BR,Broadly affected autism,A10,1,0.9964,4,BroadlyAffectedAutism needs explicit visual cues to encode the change
BroadlyAffectedAutism_5_154,BR,Broadly affected autism,A10,0,0.9942,5,BroadlyAffectedAutism cannot reliably encode change without visual cues
BroadlyAffectedAutism_5_155,BR,Broadly affected autism,A9,1,0.9978,5,BroadlyAffectedAutism retains visually cued schedule with high fidelity
BroadlyAffectedAutism_5_156,BR,Broadly affected autism,A24,1,0.9968,5,BroadlyAffectedAutism requires immediate observable feedback about new schedule
BroadlyAffectedAutism_4_71,BR,Broadly affected autism,A23,1,0.9953,4,BroadlyAffectedAutism follows the new schedule only if explicitly stated
BroadlyAffectedAutism_5_167,BR,Broadly affected autism,A19,1,0.997,5,BroadlyAffectedAutism defaults to prior routine without explicit statement
BroadlyAffectedAutism_5_168,BR,Broadly affected autism,A23,0,0.993,5,BroadlyAffectedAutism requires teacher to explicitly announce new schedule
BroadlyAffectedAutism_5_169,BR,Broadly affected autism,A18,1,0.9947,5,BroadlyAffectedAutism ignores implicit cues about the schedule change
BroadlyAffectedAutism_4_72,BR,Broadly affected autism,A24,1,0.9961,4,BroadlyAffectedAutism cannot update without specific observable feedback
BroadlyAffectedAutism_5_180,BR,Broadly affected autism,A19,1,0.9968,5,BroadlyAffectedAutism defaults back to the prior routine
BroadlyAffectedAutism_5_181,BR,Broadly affected autism,A21,1,0.992,5,BroadlyAffectedAutism treats the unexplained change as failure
BroadlyAffectedAutism_5_182,BR,Broadly affected autism,A24,1,0.9965,5,BroadlyAffectedAutism remains unable to incorporate the schedule change
BroadlyAffectedAutism_1_5,BR,Broadly affected autism,A1,1,0.9956,1,BroadlyAffectedAutism risks going offline from regulatory overload
BroadlyAffectedAutism_2_23,BR,Broadly affected autism,A1,1,0.9981,2,BroadlyAffectedAutism cannot engage in learning until regulated
BroadlyAffectedAutism_3_58,BR,Broadly affected autism,A1,1,0.9976,3,BroadlyAffectedAutism remains unable to engage in social interaction
BroadlyAffectedAutism_3_59,BR,Broadly affected autism,A19,1,0.9954,3,BroadlyAffectedAutism loses the routine's computational optimization benefit
MixedASDwithDelay_0_0,MX,Mixed ASD with developmental delay,,1,0.988,0,"An autistic cognitive architecture that prioritizes local sensory detail over global coherence, operates through concrete-visual representations, requires explicit rule structures, and regulates learning through predictable, closed-loop feedback, with delayed developmental timing and slowed complex processing."
MixedASDwithDelay_1_1,MX,Mixed ASD with developmental delay,A20,1,0.9972,1,MixedASDwithDelay generates disproportionate prediction error signal
MixedASDwithDelay_2_16,MX,Mixed ASD with developmental delay,A20,1,0.9976,2,MixedASDwithDelay experiences disruption disproportionate to actual change
MixedASDwithDelay_3_38,MX,Mixed ASD with developmental delay,A6,0,0.9938,3,MixedASDwithDelay processes the change as overload not update
MixedASDwithDelay_4_100,MX,Mixed ASD with developmental delay,A1,1,0.9949,4,MixedASDwithDelay becomes cognitively offline for learning
MixedASDwithDelay_5_150,MX,Mixed ASD with developmental delay,A1,0,0.9929,5,MixedASDwithDelay cannot engage socially with the teacher
MixedASDwithDelay_6_263,MX,Mixed ASD with developmental delay,A1,1,0.9963,6,MixedASDwithDelay remains offline until sensory regulation restored
MixedASDwithDelay_6_264,MX,Mixed ASD with developmental delay,A18,1,0.9973,6,MixedASDwithDelay cannot retrieve stored pragmatic social rules
MixedASDwithDelay_6_265,MX,Mixed ASD with developmental delay,A24,0,0.9871,6,MixedASDwithDelay cannot use teacher feedback to update behavior
MixedASDwithDelay_3_39,MX,Mixed ASD with developmental delay,A4,1,0.9959,3,MixedASDwithDelay cannot process the new schedule without visual anchoring
MixedASDwithDelay_4_69,MX,Mixed ASD with developmental delay,A4,1,0.9978,4,MixedASDwithDelay requires a concrete visual referent for the schedule
MixedASDwithDelay_5_118,MX,Mixed ASD with developmental delay,A9,1,0.9978,5,MixedASDwithDelay retains a visual schedule representation with high fidelity
MixedASDwithDelay_6_210,MX,Mixed ASD with developmental delay,A10,1,0.9962,6,MixedASDwithDelay retrieves schedule information reliably using visual cue
MixedASDwithDelay_6_211,MX,Mixed ASD with developmental delay,A19,1,0.9971,6,MixedASDwithDelay can establish the visual schedule as new routine
MixedASDwithDelay_4_70,MX,Mixed ASD with developmental delay,A10,1,0.9932,4,MixedASDwithDelay cannot reliably retrieve the schedule without cues
MixedASDwithDelay_5_140,MX,Mixed ASD with developmental delay,A23,1,0.998,5,MixedASDwithDelay cannot follow the unstated new schedule
MixedASDwithDelay_5_141,MX,Mixed ASD with developmental delay,A24,1,0.9974,5,MixedASDwithDelay needs explicit feedback to update the schedule
MixedASDwithDelay_5_142,MX,Mixed ASD with developmental delay,A10,1,0.9962,5,MixedASDwithDelay requires a visual cue to retrieve the schedule
MixedASDwithDelay_6_220,MX,Mixed ASD with developmental delay,A23,1,0.9953,6,MixedASDwithDelay follows schedule only if explicitly stated
MixedASDwithDelay_4_71,MX,Mixed ASD with developmental delay,A19,1,0.9975,4,MixedASDwithDelay defaults to the previously established routine
MixedASDwithDelay_5_135,MX,Mixed ASD with developmental delay,A19,1,0.9544,5,MixedASDwithDelay expects the old routine's next step
MixedASDwithDelay_6_224,MX,Mixed ASD with developmental delay,A20,1,0.9948,6,MixedASDwithDelay generates renewed prediction error signal
MixedASDwithDelay_6_225,MX,Mixed ASD with developmental delay,A19,1,0.9953,6,MixedASDwithDelay attempts to perform the old routine action
MixedASDwithDelay_6_226,MX,Mixed ASD with developmental delay,A22,1,0.998,6,MixedASDwithDelay cannot map old routine onto new schedule
MixedASDwithDelay_5_137,MX,Mixed ASD with developmental delay,A23,0,0.991,5,MixedASDwithDelay follows the old schedule as the explicit rule
MixedASDwithDelay_6_221,MX,Mixed ASD with developmental delay,A20,1,0.9916,6,MixedASDwithDelay's behavior conflicts with the actual new activity
MixedASDwithDelay_6_222,MX,Mixed ASD with developmental delay,A22,1,0.996,6,MixedASDwithDelay cannot generalize old rule to new context
MixedASDwithDelay_6_223,MX,Mixed ASD with developmental delay,A21,1,0.9929,6,MixedASDwithDelay may treat resulting correction as failure
MixedASDwithDelay_5_138,MX,Mixed ASD with developmental delay,A24,1,0.9962,5,MixedASDwithDelay requires explicit feedback to update its routine
MixedASDwithDelay_6_239,MX,Mixed ASD with developmental delay,A21,1,0.9975,6,MixedASDwithDelay blocks learning if change framed as failure
MixedASDwithDelay_6_240,MX,Mixed ASD with developmental delay,A19,1,0.996,6,MixedASDwithDelay continues following outdated routine absent feedback
MixedASDwithDelay_2_17,MX,Mixed ASD with developmental delay,A19,0,0.9935,2,MixedASDwithDelay loses computational optimization from broken routine
MixedASDwithDelay_3_43,MX,Mixed ASD with developmental delay,A19,1,0.9926,3,MixedASDwithDelay must divert resources to reprocess schedule
MixedASDwithDelay_4_88,MX,Mixed ASD with developmental delay,A22,1,0.9982,4,MixedASDwithDelay cannot generalize old routine to new schedule
MixedASDwithDelay_5_146,MX,Mixed ASD with developmental delay,A1,0,0.989,5,MixedASDwithDelay risks going offline from unresolved disruption
MixedASDwithDelay_6_251,MX,Mixed ASD with developmental delay,A1,1,0.9978,6,MixedASDwithDelay becomes unavailable for learning and interaction
MixedASDwithDelay_6_253,MX,Mixed ASD with developmental delay,A21,1,0.9968,6,MixedASDwithDelay's disruption blocks learning if framed as failure
MixedASDwithDelay_3_44,MX,Mixed ASD with developmental delay,A22,1,0.9984,3,MixedASDwithDelay cannot generalize old schedule rules automatically
MixedASDwithDelay_4_78,MX,Mixed ASD with developmental delay,A20,1,0.9976,4,MixedASDwithDelay experiences disruption disproportionate to schedule change
MixedASDwithDelay_2_18,MX,Mixed ASD with developmental delay,A1,1,0.9956,2,MixedASDwithDelay risks going offline from regulatory overload
MixedASDwithDelay_3_51,MX,Mixed ASD with developmental delay,A1,1,0.9961,3,MixedASDwithDelay becomes unable to process learning or social input
MixedASDwithDelay_4_98,MX,Mixed ASD with developmental delay,A24,1,0.9972,4,MixedASDwithDelay cannot register feedback about the schedule change
MixedASDwithDelay_5_171,MX,Mixed ASD with developmental delay,A24,1,0.9955,5,MixedASDwithDelay's expectations remain unupdated by the change
MixedASDwithDelay_5_174,MX,Mixed ASD with developmental delay,A6,1,0.9944,5,MixedASDwithDelay cannot flexibly adapt to the new schedule
MixedASDwithDelay_4_99,MX,Mixed ASD with developmental delay,A18,1,0.9955,4,MixedASDwithDelay cannot retrieve social rules for the change
MixedASDwithDelay_5_179,MX,Mixed ASD with developmental delay,A18,1,0.9947,5,MixedASDwithDelay cannot match behavior to unstated expectations
MixedASDwithDelay_6_278,MX,Mixed ASD with developmental delay,A23,0,0.9886,6,MixedASDwithDelay produces behavior misaligned with teacher's expectations
MixedASDwithDelay_6_279,MX,Mixed ASD with developmental delay,A21,1,0.9931,6,MixedASDwithDelay risks the mismatch being framed as failure
MixedASDwithDelay_6_280,MX,Mixed ASD with developmental delay,A24,1,0.9938,6,MixedASDwithDelay cannot learn from vague resulting feedback
MixedASDwithDelay_5_180,MX,Mixed ASD with developmental delay,A23,1,0.9962,5,MixedASDwithDelay requires an explicit stated rule for the change
MixedASDwithDelay_1_2,MX,Mixed ASD with developmental delay,A19,1,0.998,1,MixedASDwithDelay loses cognitive resource savings from routine
MixedASDwithDelay_2_7,MX,Mixed ASD with developmental delay,A1,1,0.9968,2,MixedASDwithDelay risks going offline from overload
MixedASDwithDelay_1_3,MX,Mixed ASD with developmental delay,A6,1,0.9962,1,MixedASDwithDelay experiences processing overload from sudden change
